"Model.No","Predictors","Time","DIC","xScore","yScore"
143,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 21:23:44",-1.52415461523741e+34,-30.2308767373465,141015.927613177
144,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 21:38:44",-1.71270486645301e+34,-23.5530244085643,142929.142042278
145,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 21:53:05",-1.68521851719493e+34,-46.9400351173394,141104.456765743
146,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 22:07:13",-1.5307585994101e+34,-42.4054012715226,141855.646703754
147,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 22:21:09",-1.697831711488e+34,-49.4379332859619,140389.4878624
148,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 22:35:48",-1.85991997876015e+34,-43.7035658414758,140796.012496082
149,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 22:50:32",-1.91442372759113e+34,-30.1832826562109,143523.274288663
150,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5 + deficit*temp","2016-05-23 23:05:20",-1.81207827219149e+34,-47.2438737222624,138657.346946355
300,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4 +deficit*soil4 + deficit*temp","2016-05-24 07:37:33",-1.44170343628823e+34,-37.9921390889834,136892.150338596
299,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 07:51:48",-1.53002666389235e+34,-23.0831205531841,141422.757180387
298,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 08:05:38",-1.47470055863414e+34,-37.0955396696039,140504.935537453
297,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 08:19:02",-1.46621368996044e+34,-36.3433349142593,139029.937200232
296,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 08:32:16",-1.32241205439107e+34,-30.9195992698601,139906.498373865
295,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 08:45:38",-1.31369052365487e+34,-41.4733483036256,139887.513276271
294,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 08:59:20",-1.41865447617826e+34,-19.824186785269,140944.195619841
293,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 09:12:28",-1.42648196410723e+34,-23.0974476701582,140529.146121139
292,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 09:25:36",-1.3940168399528e+34,-24.6766766722929,138322.026641757
291,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 09:38:44",-1.39758370282315e+34,-27.7605725047505,141545.859122422
290,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 09:51:53",-1.48415768997549e+34,-39.406562747485,136518.200333529
289,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil4 + deficit*temp","2016-05-24 10:04:48",-1.37609810958869e+34,-31.3918506639964,139702.663270648
288,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil4 + deficit*temp","2016-05-24 10:17:43",-1.29521498755741e+34,-41.7531950123336,140217.178869528
287,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + deficit*temp","2016-05-24 10:30:40",-1.2707213636646e+34,-35.1945754413538,139566.274235341
286,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 10:43:37",-1.42276429974578e+34,-13.9240350995318,141433.779669977
285,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 10:56:37",-1.34892987963612e+34,-19.9374086584498,140768.524259653
284,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 11:09:38",-1.4397322096615e+34,-20.1222468480956,136096.930708161
283,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + deficit*soil4 + deficit*temp","2016-05-24 11:22:05",-1.29801588122105e+34,-22.4901546118179,139556.877848412
282,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + temp*soil4 + deficit*temp","2016-05-24 11:34:27",-1.28974249025412e+34,-24.9330255285245,139983.053152893
281,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + deficit*temp","2016-05-24 11:46:59",-1.12804654934146e+34,-27.881554592594,137476.090338123
280,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + deficit*soil4 + deficit*temp","2016-05-24 11:59:28",-1.2302987518852e+34,-29.1241265535155,139416.184030059
279,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + temp*soil4 + deficit*temp","2016-05-24 12:11:54",-1.24586504137846e+34,-40.9367922058624,139528.21598033
278,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + deficit*temp","2016-05-24 12:24:19",-1.29575363204845e+34,-35.6722175342784,138960.991687489
277,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*temp","2016-05-24 12:36:06",-1.22834926578244e+34,-37.6883515984496,136014.117642804
276,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4 +deficit*soil4 + deficit*temp","2016-05-24 12:50:03",-1.3543169689712e+34,-32.7099500223278,140246.482892608
275,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 13:03:52",-1.37025616584182e+34,-20.6467680473762,138299.120325925
274,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 13:17:38",-1.21451973222816e+34,-32.9689079131479,141341.504611501
273,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 13:30:45",-9.74978685350823e+33,-33.4880501085038,141284.378801425
272,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 13:43:50",-8.80383271071134e+33,-25.9737333547442,140236.450150338
271,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 13:56:57",-1.34945768717287e+34,-34.4386201540024,139245.427590539
270,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*soil4 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 14:10:27",-1.29883180079238e+34,-16.9050546526322,140614.694407596
269,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 14:23:21",-1.19594275957977e+34,-17.9341984730318,133119.916686838
268,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 14:36:20",-1.11093589166026e+34,-20.8953869390811,140549.780169773
267,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 14:49:15",-1.22342730020618e+34,-22.91085177157,141297.969306658
266,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 15:02:08",-1.36038599064562e+34,-34.8710981132024,141458.153785441
265,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil4 + deficit*temp","2016-05-24 15:14:31",-1.12335190756936e+34,-26.4120844989325,138764.032166149
264,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil4 + deficit*temp","2016-05-24 15:26:52",-1.21079293581517e+34,-36.5419141515533,137703.915492533
263,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + deficit*temp","2016-05-24 15:39:17",-1.13232683621027e+34,-26.5151479417897,132856.208906522
262,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + temp*soil4 + deficit*soil4 + deficit*temp","2016-05-24 15:52:02",-1.23197830389715e+34,-11.224911711928,140502.378144134
261,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*soil4 + deficit*soil4 + deficit*temp","2016-05-24 16:04:48",-1.07921888075063e+34,-14.4858150867301,139369.388536097
260,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*soil4 + temp*soil4 + deficit*temp","2016-05-24 16:17:37",-1.26848764663292e+34,-17.0142782016766,140304.97531554
259,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + deficit*soil4 + deficit*temp","2016-05-24 16:29:50",-1.2074160744818e+34,-18.247072214909,138043.092401552
258,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + temp*soil4 + deficit*temp","2016-05-24 16:42:04",-1.29147113747796e+34,-20.944812799065,141134.120757773
257,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + deficit*temp","2016-05-24 16:54:14",-1.09037222828708e+34,-18.4823701111893,137476.66894982
256,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + deficit*soil4 + deficit*temp","2016-05-24 17:06:24",-1.04514623115706e+34,-25.278785956746,140451.538302648
255,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + temp*soil4 + deficit*temp","2016-05-24 17:18:34",-1.1871612164036e+34,-37.4232345345688,136424.553920297
254,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + deficit*temp","2016-05-24 17:30:48",-9.54563830350104e+33,-25.6170374289343,136288.572670546
253,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*temp","2016-05-24 17:42:22",-9.57085719578293e+33,-30.6972584449229,135971.522386518
252,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4 +deficit*soil4","2016-05-24 17:55:58",-1.22068465047739e+34,-31.0347988229582,139863.13544155
251,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4 + deficit*soil4","2016-05-24 18:09:28",-1.20595346574895e+34,-17.0433254177418,140126.850346666
250,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*soil4 + temp*soil4 + deficit*soil4","2016-05-24 18:22:57",-1.10494897649787e+34,-29.0674196596238,137007.74564042
249,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil4 + deficit*soil4","2016-05-24 18:35:57",-1.19034290055678e+34,-34.010925954865,138988.232236351
248,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + deficit*soil4","2016-05-24 18:48:54",-9.81759426278408e+33,-24.1976021356406,139701.054236835
247,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil4 + temp*soil4","2016-05-24 19:02:00",-1.06668362825627e+34,-34.2613143252454,139358.523220752
246,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*soil4 + temp*soil4 + deficit*soil4","2016-05-24 19:15:16",-1.09139709427982e+34,-12.4789281621486,139496.433280392
245,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + deficit*soil4","2016-05-24 19:27:56",-1.04758171976015e+34,-15.2445529915665,138088.300503072
244,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3 + moisture*temp + moisture*soil4 + temp*soil4","2016-05-24 19:40:37",-9.93211084012386e+33,-11.2856570457934,138077.60341322
